ACCOUNT_UID;ACCOUNT_NAME;REGION;CHECK_ID;CHECK_TITLE;STATUS;STATUS_EXTENDED;SEVERITY;SERVICE_NAME;RESOURCE_UID;RESOURCE_NAME;COMPLIANCE;TIMESTAMP
12345678908;Account 12345678908;us-east-1;check-34;Check Title check-34;PASS;Status extended info;low;iam;arn:aws:iam::12345678908:user/user-457;user-457;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678909;Account 12345678909;us-east-1;check-92;Check Title check-92;PASS;Status extended info;high;iam;arn:aws:iam::12345678909:user/user-458;user-458;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-49;Check Title check-49;PASS;Status extended info;high;iam;arn:aws:iam::12345678907:user/user-459;user-459;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-44;Check Title check-44;PASS;Status extended info;low;iam;arn:aws:iam::12345678904:user/user-460;user-460;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678900;Account 12345678900;us-east-1;check-38;Check Title check-38;PASS;Status extended info;medium;iam;arn:aws:iam::12345678900:user/user-461;user-461;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678908;Account 12345678908;us-east-1;check-86;Check Title check-86;PASS;Status extended info;medium;iam;arn:aws:iam::12345678908:user/user-462;user-462;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678902;Account 12345678902;us-east-1;check-68;Check Title check-68;INFO;Status extended info;high;iam;arn:aws:iam::12345678902:user/user-463;user-463;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678900;Account 12345678900;us-east-1;check-12;Check Title check-12;PASS;Status extended info;medium;iam;arn:aws:iam::12345678900:user/user-464;user-464;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678900;Account 12345678900;us-east-1;check-80;Check Title check-80;INFO;Status extended info;high;iam;arn:aws:iam::12345678900:user/user-465;user-465;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-27;Check Title check-27;PASS;Status extended info;medium;iam;arn:aws:iam::12345678901:user/user-466;user-466;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-43;Check Title check-43;INFO;Status extended info;medium;iam;arn:aws:iam::12345678907:user/user-467;user-467;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678905;Account 12345678905;us-east-1;check-59;Check Title check-59;PASS;Status extended info;medium;iam;arn:aws:iam::12345678905:user/user-468;user-468;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-58;Check Title check-58;PASS;Status extended info;high;iam;arn:aws:iam::12345678901:user/user-469;user-469;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678903;Account 12345678903;us-east-1;check-49;Check Title check-49;INFO;Status extended info;critical;iam;arn:aws:iam::12345678903:user/user-470;user-470;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678908;Account 12345678908;us-east-1;check-4;Check Title check-4;INFO;Status extended info;low;iam;arn:aws:iam::12345678908:user/user-471;user-471;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678902;Account 12345678902;us-east-1;check-16;Check Title check-16;INFO;Status extended info;critical;iam;arn:aws:iam::12345678902:user/user-472;user-472;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678902;Account 12345678902;us-east-1;check-3;Check Title check-3;FAIL;Status extended info;low;iam;arn:aws:iam::12345678902:user/user-473;user-473;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678905;Account 12345678905;us-east-1;check-71;Check Title check-71;FAIL;Status extended info;critical;iam;arn:aws:iam::12345678905:user/user-474;user-474;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678902;Account 12345678902;us-east-1;check-81;Check Title check-81;INFO;Status extended info;critical;iam;arn:aws:iam::12345678902:user/user-475;user-475;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678909;Account 12345678909;us-east-1;check-77;Check Title check-77;INFO;Status extended info;low;iam;arn:aws:iam::12345678909:user/user-476;user-476;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678905;Account 12345678905;us-east-1;check-14;Check Title check-14;PASS;Status extended info;medium;iam;arn:aws:iam::12345678905:user/user-477;user-477;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678906;Account 12345678906;us-east-1;check-96;Check Title check-96;INFO;Status extended info;medium;iam;arn:aws:iam::12345678906:user/user-478;user-478;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678900;Account 12345678900;us-east-1;check-1;Check Title check-1;PASS;Status extended info;medium;iam;arn:aws:iam::12345678900:user/user-479;user-479;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678906;Account 12345678906;us-east-1;check-21;Check Title check-21;INFO;Status extended info;critical;iam;arn:aws:iam::12345678906:user/user-480;user-480;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678905;Account 12345678905;us-east-1;check-56;Check Title check-56;INFO;Status extended info;low;iam;arn:aws:iam::12345678905:user/user-481;user-481;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678902;Account 12345678902;us-east-1;check-52;Check Title check-52;INFO;Status extended info;high;iam;arn:aws:iam::12345678902:user/user-482;user-482;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678906;Account 12345678906;us-east-1;check-77;Check Title check-77;INFO;Status extended info;critical;iam;arn:aws:iam::12345678906:user/user-483;user-483;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-41;Check Title check-41;FAIL;Status extended info;low;iam;arn:aws:iam::12345678901:user/user-484;user-484;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678908;Account 12345678908;us-east-1;check-34;Check Title check-34;PASS;Status extended info;low;iam;arn:aws:iam::12345678908:user/user-485;user-485;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678903;Account 12345678903;us-east-1;check-37;Check Title check-37;INFO;Status extended info;medium;iam;arn:aws:iam::12345678903:user/user-486;user-486;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-75;Check Title check-75;FAIL;Status extended info;low;iam;arn:aws:iam::12345678904:user/user-487;user-487;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-70;Check Title check-70;INFO;Status extended info;high;iam;arn:aws:iam::12345678904:user/user-488;user-488;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678902;Account 12345678902;us-east-1;check-50;Check Title check-50;INFO;Status extended info;critical;iam;arn:aws:iam::12345678902:user/user-489;user-489;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-46;Check Title check-46;INFO;Status extended info;high;iam;arn:aws:iam::12345678901:user/user-490;user-490;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-73;Check Title check-73;INFO;Status extended info;high;iam;arn:aws:iam::12345678907:user/user-491;user-491;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-61;Check Title check-61;INFO;Status extended info;medium;iam;arn:aws:iam::12345678907:user/user-492;user-492;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678906;Account 12345678906;us-east-1;check-99;Check Title check-99;INFO;Status extended info;high;iam;arn:aws:iam::12345678906:user/user-493;user-493;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-29;Check Title check-29;INFO;Status extended info;low;iam;arn:aws:iam::12345678901:user/user-494;user-494;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678900;Account 12345678900;us-east-1;check-70;Check Title check-70;PASS;Status extended info;low;iam;arn:aws:iam::12345678900:user/user-495;user-495;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678903;Account 12345678903;us-east-1;check-81;Check Title check-81;FAIL;Status extended info;low;iam;arn:aws:iam::12345678903:user/user-496;user-496;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678909;Account 12345678909;us-east-1;check-22;Check Title check-22;INFO;Status extended info;medium;iam;arn:aws:iam::12345678909:user/user-497;user-497;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678906;Account 12345678906;us-east-1;check-76;Check Title check-76;INFO;Status extended info;medium;iam;arn:aws:iam::12345678906:user/user-498;user-498;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678905;Account 12345678905;us-east-1;check-72;Check Title check-72;INFO;Status extended info;critical;iam;arn:aws:iam::12345678905:user/user-499;user-499;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678902;Account 12345678902;us-east-1;check-90;Check Title check-90;PASS;Status extended info;critical;iam;arn:aws:iam::12345678902:user/user-500;user-500;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678903;Account 12345678903;us-east-1;check-22;Check Title check-22;INFO;Status extended info;medium;iam;arn:aws:iam::12345678903:user/user-501;user-501;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678903;Account 12345678903;us-east-1;check-37;Check Title check-37;INFO;Status extended info;medium;iam;arn:aws:iam::12345678903:user/user-502;user-502;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-26;Check Title check-26;INFO;Status extended info;low;iam;arn:aws:iam::12345678904:user/user-503;user-503;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678906;Account 12345678906;us-east-1;check-91;Check Title check-91;FAIL;Status extended info;critical;iam;arn:aws:iam::12345678906:user/user-504;user-504;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-61;Check Title check-61;FAIL;Status extended info;low;iam;arn:aws:iam::12345678901:user/user-505;user-505;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678903;Account 12345678903;us-east-1;check-31;Check Title check-31;PASS;Status extended info;low;iam;arn:aws:iam::12345678903:user/user-506;user-506;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678900;Account 12345678900;us-east-1;check-99;Check Title check-99;INFO;Status extended info;high;iam;arn:aws:iam::12345678900:user/user-507;user-507;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678906;Account 12345678906;us-east-1;check-45;Check Title check-45;PASS;Status extended info;medium;iam;arn:aws:iam::12345678906:user/user-508;user-508;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678908;Account 12345678908;us-east-1;check-70;Check Title check-70;FAIL;Status extended info;high;iam;arn:aws:iam::12345678908:user/user-509;user-509;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678903;Account 12345678903;us-east-1;check-86;Check Title check-86;FAIL;Status extended info;high;iam;arn:aws:iam::12345678903:user/user-510;user-510;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678903;Account 12345678903;us-east-1;check-18;Check Title check-18;INFO;Status extended info;medium;iam;arn:aws:iam::12345678903:user/user-511;user-511;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678905;Account 12345678905;us-east-1;check-40;Check Title check-40;INFO;Status extended info;low;iam;arn:aws:iam::12345678905:user/user-512;user-512;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-16;Check Title check-16;FAIL;Status extended info;medium;iam;arn:aws:iam::12345678901:user/user-513;user-513;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678908;Account 12345678908;us-east-1;check-73;Check Title check-73;PASS;Status extended info;low;iam;arn:aws:iam::12345678908:user/user-514;user-514;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678909;Account 12345678909;us-east-1;check-53;Check Title check-53;INFO;Status extended info;low;iam;arn:aws:iam::12345678909:user/user-515;user-515;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678906;Account 12345678906;us-east-1;check-52;Check Title check-52;INFO;Status extended info;high;iam;arn:aws:iam::12345678906:user/user-516;user-516;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-67;Check Title check-67;INFO;Status extended info;medium;iam;arn:aws:iam::12345678907:user/user-517;user-517;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678905;Account 12345678905;us-east-1;check-78;Check Title check-78;FAIL;Status extended info;medium;iam;arn:aws:iam::12345678905:user/user-518;user-518;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678908;Account 12345678908;us-east-1;check-84;Check Title check-84;INFO;Status extended info;critical;iam;arn:aws:iam::12345678908:user/user-519;user-519;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-25;Check Title check-25;INFO;Status extended info;high;iam;arn:aws:iam::12345678901:user/user-520;user-520;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-88;Check Title check-88;PASS;Status extended info;medium;iam;arn:aws:iam::12345678904:user/user-521;user-521;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-9;Check Title check-9;PASS;Status extended info;critical;iam;arn:aws:iam::12345678907:user/user-522;user-522;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-47;Check Title check-47;FAIL;Status extended info;medium;iam;arn:aws:iam::12345678904:user/user-523;user-523;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-13;Check Title check-13;FAIL;Status extended info;low;iam;arn:aws:iam::12345678901:user/user-524;user-524;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678908;Account 12345678908;us-east-1;check-89;Check Title check-89;PASS;Status extended info;critical;iam;arn:aws:iam::12345678908:user/user-525;user-525;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-95;Check Title check-95;FAIL;Status extended info;high;iam;arn:aws:iam::12345678907:user/user-526;user-526;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678902;Account 12345678902;us-east-1;check-73;Check Title check-73;FAIL;Status extended info;medium;iam;arn:aws:iam::12345678902:user/user-527;user-527;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678908;Account 12345678908;us-east-1;check-55;Check Title check-55;INFO;Status extended info;low;iam;arn:aws:iam::12345678908:user/user-528;user-528;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678903;Account 12345678903;us-east-1;check-13;Check Title check-13;PASS;Status extended info;low;iam;arn:aws:iam::12345678903:user/user-529;user-529;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-15;Check Title check-15;PASS;Status extended info;medium;iam;arn:aws:iam::12345678904:user/user-530;user-530;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-34;Check Title check-34;FAIL;Status extended info;high;iam;arn:aws:iam::12345678904:user/user-531;user-531;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678905;Account 12345678905;us-east-1;check-64;Check Title check-64;INFO;Status extended info;medium;iam;arn:aws:iam::12345678905:user/user-532;user-532;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678908;Account 12345678908;us-east-1;check-83;Check Title check-83;INFO;Status extended info;critical;iam;arn:aws:iam::12345678908:user/user-533;user-533;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678900;Account 12345678900;us-east-1;check-77;Check Title check-77;FAIL;Status extended info;high;iam;arn:aws:iam::12345678900:user/user-534;user-534;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678908;Account 12345678908;us-east-1;check-5;Check Title check-5;PASS;Status extended info;high;iam;arn:aws:iam::12345678908:user/user-535;user-535;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-66;Check Title check-66;FAIL;Status extended info;high;iam;arn:aws:iam::12345678904:user/user-536;user-536;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-77;Check Title check-77;FAIL;Status extended info;medium;iam;arn:aws:iam::12345678901:user/user-537;user-537;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-85;Check Title check-85;PASS;Status extended info;high;iam;arn:aws:iam::12345678901:user/user-538;user-538;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678902;Account 12345678902;us-east-1;check-40;Check Title check-40;PASS;Status extended info;critical;iam;arn:aws:iam::12345678902:user/user-539;user-539;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678909;Account 12345678909;us-east-1;check-81;Check Title check-81;INFO;Status extended info;high;iam;arn:aws:iam::12345678909:user/user-540;user-540;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678902;Account 12345678902;us-east-1;check-72;Check Title check-72;PASS;Status extended info;medium;iam;arn:aws:iam::12345678902:user/user-541;user-541;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678908;Account 12345678908;us-east-1;check-78;Check Title check-78;FAIL;Status extended info;critical;iam;arn:aws:iam::12345678908:user/user-542;user-542;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678906;Account 12345678906;us-east-1;check-73;Check Title check-73;FAIL;Status extended info;medium;iam;arn:aws:iam::12345678906:user/user-543;user-543;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678909;Account 12345678909;us-east-1;check-9;Check Title check-9;PASS;Status extended info;medium;iam;arn:aws:iam::12345678909:user/user-544;user-544;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678902;Account 12345678902;us-east-1;check-43;Check Title check-43;INFO;Status extended info;medium;iam;arn:aws:iam::12345678902:user/user-545;user-545;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-39;Check Title check-39;INFO;Status extended info;high;iam;arn:aws:iam::12345678904:user/user-546;user-546;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678900;Account 12345678900;us-east-1;check-46;Check Title check-46;FAIL;Status extended info;low;iam;arn:aws:iam::12345678900:user/user-547;user-547;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678905;Account 12345678905;us-east-1;check-78;Check Title check-78;PASS;Status extended info;critical;iam;arn:aws:iam::12345678905:user/user-548;user-548;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678903;Account 12345678903;us-east-1;check-100;Check Title check-100;PASS;Status extended info;high;iam;arn:aws:iam::12345678903:user/user-549;user-549;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678909;Account 12345678909;us-east-1;check-100;Check Title check-100;PASS;Status extended info;critical;iam;arn:aws:iam::12345678909:user/user-550;user-550;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678903;Account 12345678903;us-east-1;check-24;Check Title check-24;FAIL;Status extended info;high;iam;arn:aws:iam::12345678903:user/user-551;user-551;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-5;Check Title check-5;INFO;Status extended info;medium;iam;arn:aws:iam::12345678901:user/user-552;user-552;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678905;Account 12345678905;us-east-1;check-69;Check Title check-69;FAIL;Status extended info;critical;iam;arn:aws:iam::12345678905:user/user-553;user-553;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-75;Check Title check-75;INFO;Status extended info;medium;iam;arn:aws:iam::12345678907:user/user-554;user-554;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678900;Account 12345678900;us-east-1;check-35;Check Title check-35;PASS;Status extended info;critical;iam;arn:aws:iam::12345678900:user/user-555;user-555;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678908;Account 12345678908;us-east-1;check-85;Check Title check-85;INFO;Status extended info;critical;iam;arn:aws:iam::12345678908:user/user-556;user-556;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-71;Check Title check-71;FAIL;Status extended info;critical;iam;arn:aws:iam::12345678901:user/user-557;user-557;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678909;Account 12345678909;us-east-1;check-22;Check Title check-22;INFO;Status extended info;critical;iam;arn:aws:iam::12345678909:user/user-558;user-558;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678900;Account 12345678900;us-east-1;check-33;Check Title check-33;FAIL;Status extended info;low;iam;arn:aws:iam::12345678900:user/user-559;user-559;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678900;Account 12345678900;us-east-1;check-93;Check Title check-93;INFO;Status extended info;medium;iam;arn:aws:iam::12345678900:user/user-560;user-560;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678902;Account 12345678902;us-east-1;check-52;Check Title check-52;FAIL;Status extended info;medium;iam;arn:aws:iam::12345678902:user/user-561;user-561;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-66;Check Title check-66;PASS;Status extended info;medium;iam;arn:aws:iam::12345678907:user/user-562;user-562;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678906;Account 12345678906;us-east-1;check-99;Check Title check-99;INFO;Status extended info;critical;iam;arn:aws:iam::12345678906:user/user-563;user-563;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-79;Check Title check-79;INFO;Status extended info;medium;iam;arn:aws:iam::12345678907:user/user-564;user-564;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-73;Check Title check-73;INFO;Status extended info;medium;iam;arn:aws:iam::12345678901:user/user-565;user-565;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678902;Account 12345678902;us-east-1;check-26;Check Title check-26;PASS;Status extended info;high;iam;arn:aws:iam::12345678902:user/user-566;user-566;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-60;Check Title check-60;INFO;Status extended info;medium;iam;arn:aws:iam::12345678904:user/user-567;user-567;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-84;Check Title check-84;INFO;Status extended info;low;iam;arn:aws:iam::12345678907:user/user-568;user-568;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678908;Account 12345678908;us-east-1;check-91;Check Title check-91;FAIL;Status extended info;critical;iam;arn:aws:iam::12345678908:user/user-569;user-569;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-87;Check Title check-87;PASS;Status extended info;critical;iam;arn:aws:iam::12345678907:user/user-570;user-570;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678903;Account 12345678903;us-east-1;check-44;Check Title check-44;FAIL;Status extended info;medium;iam;arn:aws:iam::12345678903:user/user-571;user-571;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-7;Check Title check-7;FAIL;Status extended info;critical;iam;arn:aws:iam::12345678907:user/user-572;user-572;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678900;Account 12345678900;us-east-1;check-79;Check Title check-79;PASS;Status extended info;high;iam;arn:aws:iam::12345678900:user/user-573;user-573;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678908;Account 12345678908;us-east-1;check-93;Check Title check-93;PASS;Status extended info;medium;iam;arn:aws:iam::12345678908:user/user-574;user-574;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-34;Check Title check-34;INFO;Status extended info;critical;iam;arn:aws:iam::12345678901:user/user-575;user-575;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678903;Account 12345678903;us-east-1;check-31;Check Title check-31;PASS;Status extended info;medium;iam;arn:aws:iam::12345678903:user/user-576;user-576;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678903;Account 12345678903;us-east-1;check-53;Check Title check-53;PASS;Status extended info;low;iam;arn:aws:iam::12345678903:user/user-577;user-577;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-11;Check Title check-11;INFO;Status extended info;low;iam;arn:aws:iam::12345678907:user/user-578;user-578;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-63;Check Title check-63;PASS;Status extended info;medium;iam;arn:aws:iam::12345678904:user/user-579;user-579;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678905;Account 12345678905;us-east-1;check-21;Check Title check-21;PASS;Status extended info;medium;iam;arn:aws:iam::12345678905:user/user-580;user-580;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-18;Check Title check-18;PASS;Status extended info;medium;iam;arn:aws:iam::12345678904:user/user-581;user-581;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-87;Check Title check-87;INFO;Status extended info;low;iam;arn:aws:iam::12345678907:user/user-582;user-582;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-7;Check Title check-7;FAIL;Status extended info;high;iam;arn:aws:iam::12345678904:user/user-583;user-583;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678909;Account 12345678909;us-east-1;check-68;Check Title check-68;PASS;Status extended info;high;iam;arn:aws:iam::12345678909:user/user-584;user-584;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-79;Check Title check-79;FAIL;Status extended info;critical;iam;arn:aws:iam::12345678904:user/user-585;user-585;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678906;Account 12345678906;us-east-1;check-45;Check Title check-45;FAIL;Status extended info;medium;iam;arn:aws:iam::12345678906:user/user-586;user-586;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-97;Check Title check-97;INFO;Status extended info;critical;iam;arn:aws:iam::12345678904:user/user-587;user-587;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-2;Check Title check-2;INFO;Status extended info;high;iam;arn:aws:iam::12345678907:user/user-588;user-588;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-86;Check Title check-86;FAIL;Status extended info;medium;iam;arn:aws:iam::12345678904:user/user-589;user-589;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-16;Check Title check-16;FAIL;Status extended info;high;iam;arn:aws:iam::12345678907:user/user-590;user-590;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678908;Account 12345678908;us-east-1;check-66;Check Title check-66;FAIL;Status extended info;high;iam;arn:aws:iam::12345678908:user/user-591;user-591;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678908;Account 12345678908;us-east-1;check-4;Check Title check-4;FAIL;Status extended info;medium;iam;arn:aws:iam::12345678908:user/user-592;user-592;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678908;Account 12345678908;us-east-1;check-3;Check Title check-3;FAIL;Status extended info;medium;iam;arn:aws:iam::12345678908:user/user-593;user-593;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678900;Account 12345678900;us-east-1;check-72;Check Title check-72;INFO;Status extended info;critical;iam;arn:aws:iam::12345678900:user/user-594;user-594;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678906;Account 12345678906;us-east-1;check-51;Check Title check-51;INFO;Status extended info;critical;iam;arn:aws:iam::12345678906:user/user-595;user-595;HIPAA: 164.308;2025-01-01T12:00:00Z
